ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
211979_at	1.34e-03	1.48e-04	8.740691	0.92144	1.03668446	GPR107	G protein-coupled receptor 107
201443_s_at	1.34e-03	1.48e-04	8.738134	0.91961	0.52063447	ATP6AP2	ATPase, H+ transporting, lysosomal accessory protein 2
200673_at	1.34e-03	1.48e-04	8.738022	0.91953	0.72920692	LAPTM4A	lysosomal protein transmembrane 4 alpha
220911_s_at	1.34e-03	1.49e-04	8.73603	0.91811	2.06925144	NYNRIN	NYN domain and retroviral integrase containing
203569_s_at	1.34e-03	1.49e-04	8.735893	0.91801	0.89531671	OFD1	oral-facial-digital syndrome 1
208918_s_at	1.35e-03	1.49e-04	-8.728021	0.91239	-0.64900694	NADK	NAD kinase
202240_at	1.35e-03	1.49e-04	-8.727494	0.91201	-1.85297282	PLK1	polo-like kinase 1
204558_at	1.35e-03	1.49e-04	-8.726925	0.9116	-3.37331015	RAD54L	RAD54-like (S. cerevisiae)
213454_at	1.35e-03	1.50e-04	-8.724274	0.90971	-0.76665495	APITD1	apoptosis-inducing, TAF9-like domain 1
205051_s_at	1.35e-03	1.50e-04	-8.723685	0.90929	-3.34681928	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog
208643_s_at	1.35e-03	1.50e-04	-8.721544	0.90776	-0.63855371	XRCC5	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)
220147_s_at	1.35e-03	1.50e-04	-8.717226	0.90467	-0.66072762	FAM60A	family with sequence similarity 60, member A
218797_s_at	1.36e-03	1.51e-04	-8.71577	0.90363	-0.68568114	SIRT7	sirtuin 7
208117_s_at	1.36e-03	1.51e-04	-8.714053	0.9024	-1.06128618	LAS1L	LAS1-like (S. cerevisiae)
202939_at	1.36e-03	1.51e-04	-8.713893	0.90228	-0.89945971	ZMPSTE24	zinc metallopeptidase STE24
221896_s_at	1.36e-03	1.51e-04	-8.713502	0.902	-1.15472537	HIGD1A	HIG1 hypoxia inducible domain family, member 1A
213701_at	1.36e-03	1.51e-04	-8.713468	0.90198	-0.80732353	C12orf29	chromosome 12 open reading frame 29
47608_at	1.36e-03	1.51e-04	8.712946	0.9016	0.37533356	TJAP1	tight junction associated protein 1 (peripheral)
200604_s_at	1.36e-03	1.51e-04	8.710142	0.8996	0.9968791	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha
201729_s_at	1.36e-03	1.51e-04	-8.706548	0.89702	-0.61859366	KIAA0100	KIAA0100
55616_at	1.36e-03	1.51e-04	8.705742	0.89644	0.51015517	PGAP3	post-GPI attachment to proteins 3
211874_s_at	1.36e-03	1.52e-04	8.703722	0.895	1.7149548	KAT6B	K(lysine) acetyltransferase 6B
217860_at	1.36e-03	1.52e-04	8.703493	0.89483	0.4088215	NDUFA10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa
214290_s_at	1.36e-03	1.52e-04	8.702999	0.89448	2.79077238	HIST2H2AA4///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 2, H2aa3
206189_at	1.36e-03	1.52e-04	8.702592	0.89419	2.30797348	UNC5C	unc-5 homolog C (C. elegans)
202437_s_at	1.36e-03	1.52e-04	8.702575	0.89418	3.9205956	CYP1B1	cytochrome P450, family 1, subfamily B, polypeptide 1
217866_at	1.36e-03	1.52e-04	-8.700599	0.89276	-0.59828022	CPSF7	cleavage and polyadenylation specific factor 7, 59kDa
202499_s_at	1.36e-03	1.52e-04	8.699963	0.8923	1.61004149	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3
203627_at	1.36e-03	1.52e-04	8.697035	0.8902	1.27418466	IGF1R	insulin-like growth factor 1 receptor
203623_at	1.37e-03	1.53e-04	8.692928	0.88726	1.19394571	PLXNA3	plexin A3
221472_at	1.37e-03	1.53e-04	8.69194	0.88655	1.06856991	SERINC3	serine incorporator 3
201282_at	1.37e-03	1.53e-04	-8.691322	0.88611	-0.84387922	OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)
213527_s_at	1.37e-03	1.53e-04	8.688807	0.8843	1.39653307	ZNF688	zinc finger protein 688
210605_s_at	1.37e-03	1.53e-04	8.68661	0.88272	1.01248958	MFGE8	milk fat globule-EGF factor 8 protein
221474_at	1.37e-03	1.54e-04	-8.681654	0.87917	-0.60512662	MYL12B	myosin, light chain 12B, regulatory
213891_s_at	1.37e-03	1.54e-04	8.680285	0.87818	1.05910241	TCF4	transcription factor 4
213075_at	1.37e-03	1.54e-04	8.679854	0.87787	2.79174908	OLFML2A	olfactomedin-like 2A
203433_at	1.37e-03	1.54e-04	8.678798	0.87712	0.55622735	MTHFS	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)
212334_at	1.38e-03	1.55e-04	8.670875	0.87142	0.90046164	GNS	glucosamine (N-acetyl)-6-sulfatase
213154_s_at	1.38e-03	1.55e-04	-8.668781	0.86992	-1.03177096	BICD2	bicaudal D homolog 2 (Drosophila)
212841_s_at	1.38e-03	1.55e-04	8.666801	0.86849	1.4199132	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)
222171_s_at	1.38e-03	1.55e-04	8.665558	0.8676	2.02036028	PKNOX2	PBX/knotted 1 homeobox 2
206261_at	1.38e-03	1.56e-04	-8.663756	0.8663	-1.9005113	ZNF239	zinc finger protein 239
201125_s_at	1.38e-03	1.56e-04	8.661503	0.86468	0.66148728	ITGB5	integrin, beta 5
203630_s_at	1.39e-03	1.56e-04	8.660336	0.86384	0.97808922	COG5	component of oligomeric golgi complex 5
207740_s_at	1.39e-03	1.56e-04	-8.65654	0.86111	-2.17663647	NUP62	nucleoporin 62kDa
214661_s_at	1.39e-03	1.57e-04	-8.649712	0.85619	-1.2329083	NOP14	NOP14 nucleolar protein
207616_s_at	1.40e-03	1.57e-04	8.645911	0.85345	1.28535881	TANK	TRAF family member-associated NFKB activator
205739_x_at	1.40e-03	1.58e-04	-8.643282	0.85156	-2.07504911	ZNF107	zinc finger protein 107
212688_at	1.40e-03	1.58e-04	-8.641097	0.84998	-0.87491461	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta
217053_x_at	1.40e-03	1.58e-04	8.634821	0.84545	1.38717855	ETV1	ets variant 1
210202_s_at	1.40e-03	1.58e-04	8.634243	0.84504	2.16055533	BIN1	bridging integrator 1
200064_at	1.40e-03	1.58e-04	-8.633801	0.84472	-0.39125466	HSP90AB1	heat shock protein 90kDa alpha (cytosolic), class B member 1
202664_at	1.40e-03	1.59e-04	8.632409	0.84371	1.9052742	WIPF1	WAS/WASL interacting protein family, member 1
202442_at	1.40e-03	1.59e-04	8.632332	0.84366	0.77038148	AP3S1	adaptor-related protein complex 3, sigma 1 subunit
213988_s_at	1.41e-03	1.59e-04	8.629394	0.84154	3.92039648	SAT1	spermidine/spermine N1-acetyltransferase 1
201178_at	1.41e-03	1.59e-04	8.628098	0.8406	0.38009085	FBXO7	F-box protein 7
217846_at	1.41e-03	1.60e-04	8.622296	0.83641	0.45536639	QARS	glutaminyl-tRNA synthetase
205218_at	1.41e-03	1.60e-04	-8.621642	0.83594	-0.7337971	POLR3F	polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa
202787_s_at	1.41e-03	1.60e-04	-8.620377	0.83502	-0.63268108	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3
209445_x_at	1.42e-03	1.60e-04	-8.616663	0.83234	-0.88282757	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae)
206526_at	1.42e-03	1.60e-04	-8.615551	0.83153	-2.35589442	RIBC2	RIB43A domain with coiled-coils 2
212424_at	1.42e-03	1.61e-04	-8.612962	0.82966	-1.08504788	PDCD11	programmed cell death 11
211432_s_at	1.42e-03	1.61e-04	-8.611701	0.82875	-1.64593078	TYRO3	TYRO3 protein tyrosine kinase
212399_s_at	1.42e-03	1.61e-04	8.609209	0.82695	1.70062071	VGLL4	vestigial-like family member 4
218365_s_at	1.42e-03	1.61e-04	-8.609027	0.82681	-1.5343363	DARS2	aspartyl-tRNA synthetase 2, mitochondrial
213480_at	1.42e-03	1.61e-04	8.608029	0.82609	1.3039531	VAMP4	vesicle-associated membrane protein 4
202467_s_at	1.42e-03	1.61e-04	8.604866	0.8238	0.30440214	COPS2	COP9 signalosome subunit 2
212036_s_at	1.42e-03	1.62e-04	-8.602235	0.8219	-1.26068827	PNN	pinin, desmosome associated protein
200015_s_at	1.43e-03	1.62e-04	8.59855	0.81923	0.30313423	SEPT2	septin 2
201708_s_at	1.43e-03	1.62e-04	8.594174	0.81606	1.18831942	NIPSNAP1	nipsnap homolog 1 (C. elegans)
219819_s_at	1.43e-03	1.62e-04	-8.594171	0.81606	-1.17418238	MRPS28	mitochondrial ribosomal protein S28
208752_x_at	1.43e-03	1.63e-04	8.594096	0.816	0.37862733	NAP1L1	nucleosome assembly protein 1-like 1
201133_s_at	1.43e-03	1.63e-04	8.593301	0.81543	0.9698538	PJA2	praja ring finger 2, E3 ubiquitin protein ligase
218129_s_at	1.43e-03	1.63e-04	-8.591892	0.81441	-0.71170051	NFYB	nuclear transcription factor Y, beta
217593_at	1.43e-03	1.63e-04	8.591359	0.81402	1.35787076	ZSCAN18	zinc finger and SCAN domain containing 18
209798_at	1.43e-03	1.63e-04	-8.591088	0.81382	-0.98654914	NPAT	nuclear protein, ataxia-telangiectasia locus
217809_at	1.43e-03	1.63e-04	-8.590717	0.81356	-0.4901405	BZW2	basic leucine zipper and W2 domains 2
211358_s_at	1.43e-03	1.63e-04	8.585151	0.80952	0.3677904	CIZ1	CDKN1A interacting zinc finger protein 1
212899_at	1.43e-03	1.64e-04	8.584373	0.80896	1.51961222	CDK19	cyclin-dependent kinase 19
208371_s_at	1.44e-03	1.64e-04	8.581162	0.80663	0.72987184	RING1	ring finger protein 1
203078_at	1.44e-03	1.64e-04	-8.578256	0.80452	-0.67018582	CUL2	cullin 2
219384_s_at	1.44e-03	1.65e-04	-8.574416	0.80173	-1.2040857	ADAT1	adenosine deaminase, tRNA-specific 1
204451_at	1.44e-03	1.65e-04	-8.573887	0.80135	-0.85772069	FZD1	frizzled class receptor 1
212162_at	1.45e-03	1.65e-04	8.567497	0.7967	0.50015568	KIDINS220	kinase D-interacting substrate, 220kDa
218538_s_at	1.45e-03	1.65e-04	-8.566292	0.79583	-0.584656	MRS2	MRS2 magnesium transporter
217286_s_at	1.45e-03	1.66e-04	8.563466	0.79377	0.77409108	NDRG3	NDRG family member 3
212888_at	1.45e-03	1.66e-04	-8.561187	0.79212	-0.94858536	DICER1	dicer 1, ribonuclease type III
218695_at	1.45e-03	1.66e-04	-8.560808	0.79184	-1.39711547	EXOSC4	exosome component 4
65438_at	1.45e-03	1.66e-04	8.55783	0.78968	0.92009147	TLDC1	TBC/LysM-associated domain containing 1
202959_at	1.45e-03	1.66e-04	8.556346	0.7886	0.61503088	MUT	methylmalonyl CoA mutase
219104_at	1.45e-03	1.67e-04	-8.555622	0.78807	-1.33943217	RNF141	ring finger protein 141
200945_s_at	1.45e-03	1.67e-04	8.55554	0.78801	1.03140923	SEC31A	SEC31 homolog A (S. cerevisiae)
206238_s_at	1.45e-03	1.67e-04	-8.555519	0.788	-0.78013676	YAF2	YY1 associated factor 2
212695_at	1.45e-03	1.67e-04	8.555457	0.78795	0.79606425	CRY2	cryptochrome circadian clock 2
213413_at	1.45e-03	1.67e-04	8.554505	0.78726	4.05449198	STON1	stonin 1
218047_at	1.45e-03	1.67e-04	8.553482	0.78651	1.03059762	OSBPL9	oxysterol binding protein-like 9
217985_s_at	1.45e-03	1.67e-04	-8.551351	0.78496	-0.98615967	BAZ1A	bromodomain adjacent to zinc finger domain, 1A
218355_at	1.46e-03	1.68e-04	-8.545516	0.78071	-1.55606142	KIF4A	kinesin family member 4A
210130_s_at	1.46e-03	1.68e-04	8.544211	0.77976	2.05614301	TM7SF2	transmembrane 7 superfamily member 2
214548_x_at	1.47e-03	1.69e-04	8.536072	0.77383	0.55189766	GNAS	GNAS complex locus
214853_s_at	1.47e-03	1.69e-04	8.535996	0.77378	0.70891888	SHC1	SHC (Src homology 2 domain containing) transforming protein 1
210645_s_at	1.47e-03	1.69e-04	8.535082	0.77311	0.96940498	TTC3	tetratricopeptide repeat domain 3
208151_x_at	1.47e-03	1.69e-04	8.534837	0.77293	0.86005637	DDX17	DEAD (Asp-Glu-Ala-Asp) box helicase 17
210276_s_at	1.47e-03	1.69e-04	8.533378	0.77187	1.26617861	NOL12///TRIOBP	nucleolar protein 12///TRIO and F-actin binding protein
208723_at	1.47e-03	1.69e-04	8.532239	0.77104	0.70416493	USP11	ubiquitin specific peptidase 11
217803_at	1.47e-03	1.69e-04	8.5319	0.77079	0.45810605	GOLPH3	golgi phosphoprotein 3 (coat-protein)
217047_s_at	1.47e-03	1.69e-04	8.530193	0.76955	0.80292355	FAM13A	family with sequence similarity 13, member A
209246_at	1.47e-03	1.70e-04	-8.527607	0.76766	-1.55736627	ABCF2	ATP-binding cassette, sub-family F (GCN20), member 2
202832_at	1.47e-03	1.70e-04	8.526046	0.76652	1.41607952	GCC2	GRIP and coiled-coil domain containing 2
200811_at	1.47e-03	1.70e-04	8.524803	0.76562	1.20671907	CIRBP	cold inducible RNA binding protein
204839_at	1.47e-03	1.70e-04	-8.524656	0.76551	-0.7868371	POP5	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)
208475_at	1.47e-03	1.70e-04	8.524448	0.76536	2.14262171	FRMD4A	FERM domain containing 4A
206920_s_at	1.47e-03	1.70e-04	-8.52428	0.76523	-1.23330114	GLE1	GLE1 RNA export mediator
201671_x_at	1.47e-03	1.70e-04	-8.523301	0.76452	-0.74057869	USP14	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)
209649_at	1.47e-03	1.70e-04	8.520337	0.76236	0.71216729	STAM2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2
204514_at	1.47e-03	1.70e-04	-8.518526	0.76103	-1.41536284	DPH2	DPH2 homolog (S. cerevisiae)
205608_s_at	1.47e-03	1.71e-04	8.517403	0.76021	2.85969928	ANGPT1	angiopoietin 1
202337_at	1.47e-03	1.71e-04	-8.516934	0.75987	-0.75456308	PMF1	polyamine-modulated factor 1
202819_s_at	1.48e-03	1.71e-04	-8.514431	0.75804	-0.71912497	TCEB3	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)
200791_s_at	1.48e-03	1.71e-04	8.512574	0.75669	0.45899433	IQGAP1	IQ motif containing GTPase activating protein 1
219837_s_at	1.48e-03	1.71e-04	8.511125	0.75563	2.27479352	CYTL1	cytokine-like 1
212515_s_at	1.48e-03	1.72e-04	-8.508187	0.75348	-0.54840794	DDX3X	DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked
205565_s_at	1.48e-03	1.72e-04	-8.506981	0.7526	-1.03265629	FXN	frataxin
218499_at	1.48e-03	1.72e-04	-8.506229	0.75205	-1.0988726	STK26	serine/threonine protein kinase 26
209178_at	1.48e-03	1.72e-04	-8.50462	0.75087	-0.51632452	DHX38	DEAH (Asp-Glu-Ala-His) box polypeptide 38
212732_at	1.48e-03	1.72e-04	8.501727	0.74875	1.22863944	MEG3	maternally expressed 3 (non-protein coding)
215537_x_at	1.48e-03	1.72e-04	8.500465	0.74783	0.63004823	DDAH2	dimethylarginine dimethylaminohydrolase 2
217496_s_at	1.49e-03	1.73e-04	-8.498648	0.7465	-0.83901531	IDE	insulin-degrading enzyme
202783_at	1.49e-03	1.73e-04	8.497503	0.74566	1.03029522	NNT	nicotinamide nucleotide transhydrogenase
213385_at	1.49e-03	1.73e-04	-8.496813	0.74516	-0.69747034	CHN2	chimerin 2
216323_x_at	1.49e-03	1.73e-04	-8.496469	0.74491	-0.54035823	TUBA3D	tubulin, alpha 3d
219338_s_at	1.49e-03	1.73e-04	8.494595	0.74354	1.89689824	LRRC49	leucine rich repeat containing 49
205658_s_at	1.49e-03	1.73e-04	-8.493084	0.74243	-0.77032081	SNAPC4	small nuclear RNA activating complex, polypeptide 4, 190kDa
213867_x_at	1.49e-03	1.73e-04	-8.491668	0.74139	-0.63136442	ACTB	actin, beta
212469_at	1.49e-03	1.74e-04	8.490817	0.74077	0.90587757	NIPBL	Nipped-B homolog (Drosophila)
216041_x_at	1.49e-03	1.74e-04	8.490448	0.7405	1.86394027	GRN	granulin
213224_s_at	1.49e-03	1.74e-04	8.48919	0.73958	0.65239558	BBIP1	BBSome interacting protein 1
220007_at	1.49e-03	1.74e-04	-8.483579	0.73547	-1.47986067	METTL8	methyltransferase like 8
219111_s_at	1.50e-03	1.75e-04	-8.479353	0.73237	-0.85911274	DDX54	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54
214003_x_at	1.50e-03	1.75e-04	8.47935	0.73237	0.10717192	RPS20	ribosomal protein S20
205416_s_at	1.50e-03	1.75e-04	8.476907	0.73058	1.10872982	ATXN3	ataxin 3
35436_at	1.50e-03	1.75e-04	8.476794	0.73049	1.74847382	GOLGA2	golgin A2
204529_s_at	1.50e-03	1.75e-04	8.4765	0.73028	1.6021651	TOX	thymocyte selection-associated high mobility group box
213564_x_at	1.50e-03	1.75e-04	-8.475941	0.72987	-0.20574791	LDHB	lactate dehydrogenase B
216973_s_at	1.50e-03	1.75e-04	8.474635	0.72891	1.06851827	HOXB7	homeobox B7
218768_at	1.50e-03	1.76e-04	-8.472119	0.72706	-1.11611719	NUP107	nucleoporin 107kDa
202591_s_at	1.50e-03	1.76e-04	-8.470698	0.72602	-0.57369033	SSBP1	single-stranded DNA binding protein 1, mitochondrial
222038_s_at	1.50e-03	1.76e-04	-8.469526	0.72516	-0.94546693	UTP18	UTP18 small subunit (SSU) processome component homolog (yeast)
203785_s_at	1.50e-03	1.76e-04	-8.468284	0.72425	-1.24014853	DDX28	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28
218199_s_at	1.50e-03	1.76e-04	-8.4668	0.72316	-1.74303141	NOL6	nucleolar protein 6 (RNA-associated)
206723_s_at	1.51e-03	1.77e-04	8.463316	0.7206	1.52784316	LPAR2	lysophosphatidic acid receptor 2
211968_s_at	1.51e-03	1.77e-04	-8.461483	0.71925	-1.26885916	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1
213063_at	1.51e-03	1.77e-04	-8.460253	0.71835	-0.59193311	ZC3H14	zinc finger CCCH-type containing 14
222109_at	1.51e-03	1.77e-04	-8.460181	0.7183	-1.21876621	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like
218996_at	1.52e-03	1.78e-04	8.450951	0.71151	0.55787244	TFPT	TCF3 (E2A) fusion partner (in childhood Leukemia)
209196_at	1.52e-03	1.78e-04	-8.449589	0.71051	-1.13504823	WDR46	WD repeat domain 46
215836_s_at	1.52e-03	1.79e-04	8.440031	0.70348	1.0701139	PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3	protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3
214867_at	1.53e-03	1.79e-04	8.439225	0.70289	1.09839511	ZSWIM8-AS1	ZSWIM8 antisense RNA 1
217928_s_at	1.53e-03	1.79e-04	-8.438705	0.7025	-0.61144037	PPP6R3	protein phosphatase 6, regulatory subunit 3
200932_s_at	1.53e-03	1.80e-04	8.434829	0.69965	0.49684559	DCTN2	dynactin 2 (p50)
217498_at	1.53e-03	1.80e-04	8.434228	0.69921	1.85669518		
206858_s_at	1.53e-03	1.80e-04	8.432838	0.69818	1.16552974	HOXC6	homeobox C6
203486_s_at	1.54e-03	1.81e-04	-8.426109	0.69322	-0.76642837	ARMC8	armadillo repeat containing 8
202636_at	1.54e-03	1.81e-04	8.422504	0.69057	0.81735739	RNF103	ring finger protein 103
207541_s_at	1.54e-03	1.81e-04	-8.421554	0.68986	-0.41862484	EXOSC10	exosome component 10
201294_s_at	1.54e-03	1.82e-04	8.420494	0.68908	1.023474	WSB1	WD repeat and SOCS box containing 1
218924_s_at	1.54e-03	1.82e-04	8.418978	0.68796	1.47476887	CTBS	chitobiase, di-N-acetyl-
212287_at	1.54e-03	1.82e-04	-8.418239	0.68742	-0.82377841	SUZ12	SUZ12 polycomb repressive complex 2 subunit
202960_s_at	1.54e-03	1.82e-04	8.416302	0.68599	0.6269187	MUT	methylmalonyl CoA mutase
217963_s_at	1.54e-03	1.82e-04	8.415598	0.68547	0.45232185	NGFRAP1	nerve growth factor receptor (TNFRSF16) associated protein 1
221277_s_at	1.54e-03	1.82e-04	-8.413892	0.68421	-0.53976574	PUS3	pseudouridylate synthase 3
201429_s_at	1.54e-03	1.83e-04	8.411629	0.68254	0.13041893	RPL37A	ribosomal protein L37a
212826_s_at	1.54e-03	1.83e-04	8.411124	0.68217	0.35273965	SLC25A6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6
213634_s_at	1.55e-03	1.83e-04	-8.409106	0.68068	-1.28111489	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
208025_s_at	1.55e-03	1.83e-04	8.408087	0.67992	0.44924874	HMGA2	high mobility group AT-hook 2
214167_s_at	1.55e-03	1.83e-04	8.408043	0.67989	0.35795801	RPLP0P6///RPLP0	ribosomal protein, large, P0 pseudogene 6///ribosomal protein, large, P0
214004_s_at	1.55e-03	1.83e-04	8.407357	0.67939	1.55212454	VGLL4	vestigial-like family member 4
212844_at	1.55e-03	1.84e-04	-8.402107	0.67551	-1.40350346	RRP1B	ribosomal RNA processing 1B
209444_at	1.55e-03	1.84e-04	8.401256	0.67488	0.66891795	RAP1GDS1	RAP1, GTP-GDP dissociation stimulator 1
208369_s_at	1.55e-03	1.84e-04	-8.399077	0.67327	-1.04207494	GCDH	glutaryl-CoA dehydrogenase
217526_at	1.56e-03	1.85e-04	-8.395453	0.67059	-1.22345018	NFATC2IP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
201742_x_at	1.56e-03	1.85e-04	-8.394431	0.66983	-1.65252719	SRSF1	serine/arginine-rich splicing factor 1
207079_s_at	1.56e-03	1.85e-04	-8.392322	0.66827	-1.39619983	MED6	mediator complex subunit 6
201629_s_at	1.56e-03	1.85e-04	-8.391697	0.66781	-0.94016818	ACP1	acid phosphatase 1, soluble
200637_s_at	1.56e-03	1.85e-04	-8.390846	0.66718	-1.14579875	PTPRF	protein tyrosine phosphatase, receptor type, F
58696_at	1.56e-03	1.86e-04	-8.385645	0.66333	-1.31242927	EXOSC4	exosome component 4
203693_s_at	1.56e-03	1.86e-04	-8.383991	0.6621	-1.04869245	E2F3	E2F transcription factor 3
207485_x_at	1.57e-03	1.86e-04	8.380786	0.65973	0.58239108	BTN3A1	butyrophilin, subfamily 3, member A1
221514_at	1.57e-03	1.86e-04	-8.380706	0.65967	-0.92214405	UTP14A	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)
203604_at	1.57e-03	1.87e-04	8.377644	0.6574	1.06609104	ZNF516	zinc finger protein 516
202401_s_at	1.57e-03	1.87e-04	-8.376012	0.65619	-0.85600759	SRF	serum response factor (c-fos serum response element-binding transcription factor)
218969_at	1.57e-03	1.87e-04	-8.373179	0.65409	-1.34701888	PAM16	presequence translocase-associated motor 16 homolog (S. cerevisiae)
211727_s_at	1.57e-03	1.87e-04	-8.372381	0.6535	-0.79465382	COX11	cytochrome c oxidase assembly homolog 11 (yeast)
201796_s_at	1.57e-03	1.87e-04	-8.371667	0.65297	-1.14624027	VARS	valyl-tRNA synthetase
41037_at	1.57e-03	1.88e-04	-8.368187	0.65039	-3.27802099	TEAD4	TEA domain family member 4
212516_at	1.57e-03	1.88e-04	8.367638	0.64999	0.75700836	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
218337_at	1.58e-03	1.88e-04	8.362455	0.64614	0.95166761	FAM160B2	family with sequence similarity 160, member B2
214439_x_at	1.58e-03	1.88e-04	8.36244	0.64613	2.11170748	BIN1	bridging integrator 1
219015_s_at	1.58e-03	1.89e-04	-8.361036	0.64509	-1.05664847	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit
